wins
0.469
0.525
0.407
0.556
0.432
0.549
0.605
0.58
0.475
0.506
0.432
0.488
0.519
0.543
0.451
0.543
0.475
0.543
0.537
0.556
0.475
0.414
0.512
0.593
0.488
0.414
0.5
0.481
0.599
0.469
0.395
0.42
0.531
0.586
0.525
0.568
0.438
0.42
0.512
0.556
0.537
0.42
0.389
0.605
0.457
0.519
0.469
0.617
0.494
0.543
0.574
0.512
0.426
0.549
0.574
0.64
0.481
0.42
0.463
0.519
0.5
0.457
0.562
0.451
0.364
0.537
0.519
0.426
0.438
0.484
0.42
0.537
0.531
0.531
0.42
0.586
0.549
0.586
0.549
0.519
0.571
0.564
0.451
0.364
0.472
0.58
0.586
0.488
0.562
0.556
0.5
0.475
0.506
0.463
0.549
0.5
0.525
0.519
0.531
0.475
0.5
0.414
0.519
0.58
0.543
0.556
0.552
0.494
0.426
0.546
0.512
0.543
0.589
0.595
0.525
0.451
0.438
0.623
0.451
0.549
0.552
0.546
0.546
0.54
0.528
0.534
0.564
0.558
0.457
0.531
